Date,TransactionID,ProductID,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,CustomerID,StaffID,DayOfWeek,TotalSales
2023-01-02 16:00:00,40,1,3,12.887188983099858,South,Credit Card,True,Sunny,29.3938891199364,Excellent,unknown,16,Online Order,40,40,Monday,38.66156694929957
2023-01-02 17:00:00,41,5,5,12.675220798722677,South,Online,True,Cloudy,30.035802729754217,Average,Neutral,22,Phone Order,41,41,Monday,63.37610399361338
2023-01-02 18:00:00,42,0,2,7.48442520542398,East,Credit Card,True,Cloudy,27.154342182681738,Average,Negative,59,Online Order,42,42,Monday,14.96885041084796
2023-01-02 19:00:00,43,7,3,14.686107651434185,South,Cash,False,Rainy,34.186647458695205,Average,Positive,20,Online Order,43,43,Monday,44.05832295430256
2023-01-02 20:00:00,44,5,2,5.671676757570023,West,Cash,True,Cloudy,21.98861116226724,Good,Positive,51,In Store,44,44,Monday,11.343353515140048
2023-01-02 21:00:00,45,7,5,16.42860230198623,West,Online,False,Sunny,27.154342182681738,Good,Negative,51,In Store,45,45,Monday,82.14301150993116
2023-01-02 22:00:00,46,2,1,19.1996665099032,South,Cash,True,Cloudy,23.972244826674785,Average,Positive,47,In Store,46,46,Monday,19.1996665099032
2023-01-02 23:00:00,47,3,1,10.096532407266768,West,Cash,False,Cloudy,34.00389715551877,Poor,Neutral,55,In Store,47,47,Monday,10.096532407266768
2023-01-03 00:00:00,48,8,3,12.758590725714978,South,Cash,False,Rainy,30.799393090542196,Good,Negative,20,Phone Order,48,48,Tuesday,38.27577217714493
2023-01-03 01:00:00,49,6,4,10.683654170882216,South,Online,False,Cloudy,31.30720569467553,Good,Negative,40,Phone Order,49,49,Tuesday,42.73461668352886
2023-01-03 02:00:00,50,5,3,5.100655854560899,North,Credit Card,False,Rainy,23.28588759589825,Average,Positive,53,In Store,50,50,Tuesday,15.301967563682698
2023-01-03 03:00:00,51,0,4,10.78811754342674,East,Cash,True,Rainy,26.64559964952741,Poor,Negative,55,Online Order,51,51,Tuesday,43.15247017370696
2023-01-03 04:00:00,52,4,2,16.875803888920196,East,Online,True,Cloudy,29.26719791883929,Average,Positive,51,Online Order,52,52,Tuesday,33.75160777784039
2023-01-03 05:00:00,53,0,2,13.939832632752228,North,Cash,True,Sunny,27.154342182681738,Good,Positive,28,Online Order,53,53,Tuesday,27.879665265504453
2023-01-03 06:00:00,54,2,5,6.518898719227384,North,Online,True,Rainy,21.559390638685844,Average,Negative,51,Online Order,54,54,Tuesday,32.594493596136914
2023-01-03 07:00:00,55,7,4,17.707092345406778,East,Cash,False,Cloudy,34.435479746817926,Average,Positive,22,Phone Order,55,55,Tuesday,70.82836938162711
2023-01-03 08:00:00,56,4,5,12.966280173278642,South,Online,False,Rainy,33.35331005831834,Average,unknown,53,Online Order,56,56,Tuesday,64.83140086639321
2023-01-03 09:00:00,57,6,1,17.62585042617014,South,Cash,False,Sunny,27.154342182681738,Poor,Neutral,27,Online Order,57,57,Tuesday,17.62585042617014
2023-01-03 10:00:00,58,6,4,13.70332278177544,East,Credit Card,True,Sunny,32.34140364548498,Average,Positive,27,In Store,58,58,Tuesday,54.81329112710176
2023-01-03 11:00:00,59,5,3,13.395326672569098,South,Cash,False,Rainy,27.154342182681738,Good,unknown,54,Online Order,59,59,Tuesday,40.185980017707294
2023-01-03 12:00:00,60,2,1,6.5788877779551855,North,Online,True,Sunny,26.92709722343028,Average,Positive,57,Phone Order,60,60,Tuesday,6.5788877779551855
2023-01-03 13:00:00,61,3,1,7.510395997079419,South,Cash,False,Cloudy,24.71651158717108,Poor,Neutral,42,Online Order,61,61,Tuesday,7.510395997079419
2023-01-03 14:00:00,62,2,3,19.580378847448863,South,Credit Card,False,Cloudy,28.71452879947389,Excellent,Negative,32,Online Order,62,62,Tuesday,58.7411365423466
2023-01-03 15:00:00,63,7,1,8.427301201321562,West,Cash,False,Rainy,27.154342182681738,Poor,Positive,33,Phone Order,63,63,Tuesday,8.427301201321562
2023-01-03 16:00:00,64,0,4,19.66178176985552,West,Online,False,Sunny,26.16399357444137,Average,Positive,52,In Store,64,64,Tuesday,78.64712707942208
2023-01-03 17:00:00,65,6,5,12.97869059786395,West,Online,False,Cloudy,29.438287895124382,Excellent,Positive,46,Phone Order,65,65,Tuesday,64.89345298931975
2023-01-03 18:00:00,66,0,1,7.0368357059590565,South,Credit Card,True,Cloudy,30.48969381732956,Average,Positive,36,In Store,66,66,Tuesday,7.0368357059590565
2023-01-03 19:00:00,67,0,4,6.489533041305394,East,Online,False,Cloudy,30.66682725522929,Poor,unknown,16,Online Order,67,67,Tuesday,25.958132165221578
2023-01-03 20:00:00,68,0,2,8.1329610605861,North,Cash,True,Rainy,20.779491471967702,Excellent,Positive,27,In Store,68,68,Tuesday,16.2659221211722
2023-01-03 21:00:00,69,6,4,18.88455995038004,South,Cash,True,Rainy,27.154342182681738,Excellent,Negative,37,In Store,69,69,Tuesday,75.53823980152015
2023-01-03 22:00:00,70,1,5,11.212253364923402,East,Cash,True,Cloudy,26.87379972147572,Average,Negative,39,In Store,70,70,Tuesday,56.06126682461701
2023-01-03 23:00:00,71,7,4,10.931514019893717,South,Online,True,Cloudy,23.93624122544322,Average,Neutral,42,Online Order,71,71,Tuesday,43.72605607957486
2023-01-04 00:00:00,72,7,3,9.69809391605261,North,Cash,True,Sunny,23.626467612195224,Poor,Positive,25,In Store,72,72,Wednesday,29.09428174815783
2023-01-04 01:00:00,73,4,5,7.2059277584988255,South,Cash,True,Sunny,27.245211692659257,Average,Neutral,47,In Store,73,73,Wednesday,36.029638792494126
2023-01-04 02:00:00,74,2,2,12.317767957886096,North,Cash,True,Sunny,33.30247309203439,Excellent,Neutral,38,Online Order,74,74,Wednesday,24.635535915772195
2023-01-04 03:00:00,75,2,3,6.95071673766708,South,Credit Card,True,Rainy,25.675213725239704,Good,unknown,16,Phone Order,75,75,Wednesday,20.85215021300124
2023-01-04 04:00:00,76,8,4,17.532203545734916,North,Online,False,Cloudy,31.24588620175315,Good,Neutral,44,Phone Order,76,76,Wednesday,70.12881418293966
2023-01-04 05:00:00,77,2,5,10.555954794129596,South,Online,False,Rainy,21.45228096480828,Poor,Negative,31,Phone Order,77,77,Wednesday,52.77977397064799
2023-01-04 06:00:00,78,6,2,10.622053516726943,North,Online,True,Cloudy,27.14085053226593,Average,Neutral,54,Online Order,78,78,Wednesday,21.24410703345389
2023-01-04 07:00:00,79,3,3,12.110096427247338,West,Credit Card,True,Sunny,34.875292105891035,Poor,Positive,48,Online Order,79,79,Wednesday,36.33028928174201
2023-01-04 08:00:00,80,5,2,11.661915697486275,South,Online,True,Sunny,31.556567041885053,Good,Neutral,52,Phone Order,80,80,Wednesday,23.32383139497255
2023-01-04 09:00:00,81,8,4,19.92286959588982,South,Credit Card,False,Sunny,23.157927326609197,Good,Negative,36,In Store,81,81,Wednesday,79.69147838355929
2023-01-04 10:00:00,82,5,2,13.180716818274538,East,Credit Card,False,Sunny,27.52162210546866,Average,Negative,19,Phone Order,82,82,Wednesday,26.36143363654908
2023-01-04 11:00:00,83,7,1,6.3230255568480604,East,Online,True,Cloudy,23.5043714547285,Excellent,Negative,54,Online Order,83,83,Wednesday,6.3230255568480604
2023-01-04 12:00:00,84,5,3,14.10316012365395,North,Cash,True,Sunny,26.14341390893764,Average,Neutral,30,In Store,84,84,Wednesday,42.30948037096185
2023-01-04 13:00:00,85,5,2,7.273764393048199,South,Cash,False,Cloudy,31.70126035602447,Good,Neutral,27,In Store,85,85,Wednesday,14.547528786096398
2023-01-04 14:00:00,86,8,4,5.46406467097013,North,Online,False,Cloudy,31.56837222935605,Excellent,Negative,40,Online Order,86,86,Wednesday,21.85625868388052
2023-01-04 15:00:00,87,4,4,19.56113230515872,West,Online,True,Rainy,23.421505668535776,Poor,unknown,45,In Store,87,87,Wednesday,78.24452922063489
2023-01-04 16:00:00,88,0,2,16.603083373018457,East,Credit Card,True,Sunny,27.154342182681738,Good,Positive,53,Phone Order,88,88,Wednesday,33.206166746036914
2023-01-04 17:00:00,89,2,4,19.701634886206502,North,Online,True,Sunny,28.8885227414724,Poor,Neutral,37,Online Order,89,89,Wednesday,78.80653954482602
2023-01-04 18:00:00,90,2,5,12.168176720333635,North,Credit Card,True,Rainy,25.698864364430214,Excellent,Neutral,26,Online Order,90,90,Wednesday,60.84088360166818
2023-01-04 19:00:00,91,6,5,12.983862967234645,East,Online,False,Cloudy,27.52903371171291,Poor,Negative,28,Online Order,91,91,Wednesday,64.91931483617321
2023-01-04 20:00:00,92,8,5,7.525054338786953,South,Cash,False,Sunny,29.076068801566155,Good,Neutral,32,Online Order,92,92,Wednesday,37.62527169393477
2023-01-04 21:00:00,93,6,1,8.703611400013784,North,Cash,True,Cloudy,28.398357977686786,Average,Neutral,41,In Store,93,93,Wednesday,8.703611400013784
2023-01-04 22:00:00,94,3,2,17.57823822354242,East,Online,True,Rainy,27.296075533042675,Poor,Negative,42,Online Order,94,94,Wednesday,35.15647644708484
2023-01-04 23:00:00,95,3,1,10.342784706763911,South,Credit Card,True,Cloudy,27.573992061341,Good,Negative,32,Online Order,95,95,Wednesday,10.342784706763911
2023-01-05 00:00:00,96,6,4,17.402224606946284,West,Cash,False,Sunny,22.646178656418293,Good,Neutral,30,In Store,96,96,Thursday,69.60889842778514
2023-01-05 01:00:00,97,8,1,15.635205864305476,East,Credit Card,True,Cloudy,27.154342182681738,Excellent,Positive,30,Online Order,97,97,Thursday,15.635205864305476
2023-01-05 02:00:00,98,6,4,7.6575638790779825,North,Online,True,Cloudy,28.126404799115228,Good,unknown,27,In Store,98,98,Thursday,30.63025551631193
2023-01-05 03:00:00,99,2,4,12.611695491796132,West,Online,True,Sunny,21.966197925570548,Average,Positive,43,In Store,99,99,Thursday,50.44678196718453
2023-01-05 04:00:00,100,1,3,15.160809822780752,South,Cash,False,Sunny,27.154342182681738,Average,unknown,23,Online Order,100,100,Thursday,45.48242946834226
2023-01-05 05:00:00,101,5,5,8.525558222057377,South,Online,True,Cloudy,33.98665967566026,Poor,Positive,40,Phone Order,101,101,Thursday,42.627791110286886
2023-01-05 06:00:00,102,1,4,17.46032765780115,East,Cash,False,Cloudy,34.20960348855444,Poor,Negative,42,Online Order,102,102,Thursday,69.8413106312046
2023-01-05 07:00:00,103,8,3,13.172414863177805,East,Credit Card,True,Rainy,27.154342182681738,Poor,Negative,55,Phone Order,103,103,Thursday,39.517244589533405
2023-01-05 08:00:00,104,1,5,7.478630756639048,East,Cash,True,Sunny,22.03275310341131,Poor,Negative,27,In Store,104,104,Thursday,37.39315378319524
2023-01-05 09:00:00,105,3,4,13.744766392469035,South,Cash,True,Cloudy,27.77599439949598,Average,Neutral,50,Phone Order,105,105,Thursday,54.97906556987615
2023-01-05 10:00:00,106,7,4,19.99570706233871,West,Credit Card,False,Sunny,21.68913844023831,Excellent,Negative,23,Online Order,106,106,Thursday,79.98282824935484
2023-01-05 11:00:00,107,5,1,7.257822374951203,South,Cash,True,Rainy,34.00981127768926,Poor,Negative,28,Online Order,107,107,Thursday,7.257822374951203
2023-01-05 12:00:00,108,0,1,17.25135395179292,North,Cash,True,Cloudy,22.75369441032719,Excellent,Neutral,26,Phone Order,108,108,Thursday,17.25135395179292
2023-01-05 13:00:00,109,8,5,8.10963504781337,South,Online,False,Cloudy,23.791487899267462,Good,Neutral,46,Online Order,109,109,Thursday,40.54817523906685
2023-01-05 14:00:00,110,5,4,16.73582494190131,North,Credit Card,False,Cloudy,26.099547903274555,Good,Positive,52,Phone Order,110,110,Thursday,66.94329976760524
2023-01-05 15:00:00,111,1,2,16.0186688468212,West,Cash,False,Sunny,25.74746702838689,Poor,Neutral,17,In Store,111,111,Thursday,32.0373376936424
2023-01-05 16:00:00,112,3,1,9.507340784006486,East,Credit Card,True,Rainy,27.154342182681738,Good,Neutral,30,Phone Order,112,112,Thursday,9.507340784006486
2023-01-05 17:00:00,113,4,5,9.887346763466748,East,Credit Card,False,Sunny,26.84475230826444,Excellent,Negative,34,Phone Order,113,113,Thursday,49.43673381733375
2023-01-05 18:00:00,114,0,4,16.887820879443787,South,Cash,True,Cloudy,22.56152390005005,Excellent,unknown,46,Phone Order,114,114,Thursday,67.55128351777515
2023-01-05 19:00:00,115,5,4,11.92168267830969,East,Online,False,Rainy,24.00814843229111,Good,Positive,37,Phone Order,115,115,Thursday,47.68673071323876
2023-01-05 20:00:00,116,3,2,15.962270430677131,West,Credit Card,False,Cloudy,27.63670077781283,Poor,Neutral,31,In Store,116,116,Thursday,31.924540861354263
2023-01-05 21:00:00,117,3,5,7.219762210487522,East,Cash,False,Cloudy,22.211808761392025,Excellent,Negative,30,In Store,117,117,Thursday,36.09881105243761
2023-01-05 22:00:00,118,1,4,17.7883667285233,South,Credit Card,True,Sunny,29.174835134690213,Excellent,unknown,52,In Store,118,118,Thursday,71.1534669140932
2023-01-05 23:00:00,119,2,1,15.663270750234789,West,Online,True,Cloudy,28.486209598267187,Average,Negative,22,Phone Order,119,119,Thursday,15.663270750234789
2023-01-06 00:00:00,120,1,2,18.604142132522508,North,Online,True,Rainy,30.720534745733865,Poor,Negative,33,In Store,120,120,Friday,37.208284265045016
2023-01-06 01:00:00,121,2,5,6.985585685524587,South,Online,True,Cloudy,34.065569230690514,Average,Neutral,44,Online Order,121,121,Friday,34.92792842762293
2023-01-06 02:00:00,122,2,2,13.895217505408963,North,Cash,True,Cloudy,33.68381841651733,Good,Negative,48,In Store,122,122,Friday,27.79043501081793
2023-01-06 03:00:00,123,0,1,13.986808775604878,West,Cash,True,Sunny,27.154342182681738,Good,Positive,28,Phone Order,123,123,Friday,13.986808775604878
2023-01-06 04:00:00,124,1,5,10.301911108201736,South,Online,True,Rainy,23.67073395535552,Average,Positive,36,Online Order,124,124,Friday,51.50955554100868
2023-01-06 05:00:00,125,4,2,11.876996368538869,South,Cash,True,Sunny,21.97347959959032,Poor,unknown,58,Phone Order,125,125,Friday,23.75399273707773
2023-01-06 06:00:00,126,6,3,5.569723449347802,West,Online,True,Cloudy,24.53415050744673,Excellent,Negative,31,Online Order,126,126,Friday,16.709170348043408
2023-01-06 07:00:00,127,6,1,16.18790057940518,East,Cash,False,Sunny,33.42627759149472,Good,unknown,29,Phone Order,127,127,Friday,16.18790057940518
2023-01-06 08:00:00,128,1,1,13.239837191047611,South,Online,False,Sunny,34.58080211935233,Poor,Negative,46,Phone Order,128,128,Friday,13.239837191047611
2023-01-06 09:00:00,129,1,1,5.866115778037607,South,Credit Card,True,Sunny,32.88987426605714,Poor,unknown,27,Online Order,129,129,Friday,5.866115778037607
2023-01-06 10:00:00,130,0,3,15.211338394407283,North,Online,True,Sunny,21.650265816913155,Good,Neutral,35,In Store,130,130,Friday,45.63401518322185
2023-01-06 11:00:00,131,1,3,12.00173115846782,East,Online,True,Cloudy,34.2114199708969,Good,Negative,54,Online Order,131,131,Friday,36.00519347540346
2023-01-06 12:00:00,132,2,4,5.516918891375,North,Cash,True,Cloudy,26.35037041026179,Poor,Neutral,47,Online Order,132,132,Friday,22.0676755655
2023-01-06 13:00:00,133,3,2,19.54411590272143,North,Cash,False,Rainy,20.139654361435305,Excellent,Negative,41,Online Order,133,133,Friday,39.08823180544286
2023-01-06 14:00:00,134,3,4,19.236682146341607,East,Cash,False,Sunny,26.635906111222905,Average,Negative,49,Online Order,134,134,Friday,76.94672858536643
2023-01-06 15:00:00,135,2,2,12.693536242207964,East,Cash,True,Sunny,20.69103754513201,Good,Positive,30,Online Order,135,135,Friday,25.387072484415928
2023-01-06 16:00:00,136,8,3,6.405086310588652,West,Cash,False,Rainy,27.154342182681738,Average,Neutral,42,Phone Order,136,136,Friday,19.21525893176596
2023-01-06 17:00:00,137,2,3,16.319318323978877,East,Cash,False,Sunny,25.07831041155577,Poor,Positive,48,Phone Order,137,137,Friday,48.95795497193663
2023-01-06 18:00:00,138,4,4,12.378966501585936,South,Credit Card,True,Rainy,27.101524003910733,Average,unknown,15,In Store,138,138,Friday,49.51586600634374
2023-01-06 19:00:00,139,7,5,9.5367121743407,East,Online,True,Cloudy,27.154342182681738,Excellent,unknown,55,In Store,139,139,Friday,47.6835608717035
2023-01-06 20:00:00,140,5,4,12.371272662928352,West,Online,True,Rainy,27.154342182681738,Poor,unknown,45,Online Order,140,140,Friday,49.485090651713406
2023-01-06 21:00:00,141,2,2,12.836662181081966,West,Online,True,Sunny,29.92852364707893,Excellent,Neutral,50,In Store,141,141,Friday,25.67332436216393
2023-01-06 22:00:00,142,1,4,13.440675485335088,West,Credit Card,False,Rainy,26.510733027172712,Poor,Positive,58,In Store,142,142,Friday,53.76270194134035
2023-01-06 23:00:00,143,1,1,11.6183557048299,East,Online,True,Cloudy,32.291417805055474,Excellent,Neutral,47,Online Order,143,143,Friday,11.6183557048299
2023-01-07 00:00:00,144,0,2,14.08632954708585,East,Credit Card,False,Sunny,33.58373206359698,Poor,Neutral,47,Phone Order,144,144,Saturday,28.1726590941717
2023-01-07 01:00:00,145,2,2,18.78102065909566,North,Credit Card,True,Cloudy,21.79639949648296,Excellent,Negative,53,Phone Order,145,145,Saturday,37.56204131819132
2023-01-07 02:00:00,146,0,5,10.434021306478868,North,Credit Card,False,Cloudy,27.97899466329187,Poor,Positive,32,In Store,146,146,Saturday,52.17010653239434
2023-01-07 03:00:00,147,2,3,15.885746948299236,South,Online,True,Rainy,24.267679396136664,Excellent,Neutral,37,Phone Order,147,147,Saturday,47.65724084489771
2023-01-07 04:00:00,148,5,2,18.416788352363483,North,Credit Card,True,Cloudy,20.70591796815421,Poor,Positive,37,Phone Order,148,148,Saturday,36.833576704726966
2023-01-07 05:00:00,149,7,3,11.839689136399054,South,Online,False,Sunny,30.02820042670978,Excellent,Positive,29,In Store,149,149,Saturday,35.51906740919716
2023-01-07 06:00:00,150,3,4,11.65183754572856,West,Online,False,Cloudy,27.154342182681738,Good,Neutral,40,Online Order,150,150,Saturday,46.607350182914246
2023-01-07 07:00:00,151,6,1,14.031754780321693,North,Cash,False,Cloudy,22.44353981716091,Average,Positive,44,In Store,151,151,Saturday,14.031754780321693
2023-01-07 08:00:00,152,2,5,13.87110139133732,East,Cash,True,Rainy,32.18620486435851,Poor,Negative,39,In Store,152,152,Saturday,69.35550695668661
2023-01-07 09:00:00,153,7,3,17.098840134894154,North,Credit Card,False,Cloudy,32.800936003054126,Excellent,Negative,59,In Store,153,153,Saturday,51.29652040468246
2023-01-07 10:00:00,154,3,2,12.14725075667439,South,Credit Card,False,Rainy,33.71510663999725,Good,Negative,30,Online Order,154,154,Saturday,24.29450151334878
2023-01-07 11:00:00,155,8,3,19.941844244591618,North,Online,False,Rainy,23.979276336290788,Poor,Negative,53,Online Order,155,155,Saturday,59.82553273377485
2023-01-07 12:00:00,156,5,2,5.892073533009212,West,Credit Card,False,Sunny,27.154342182681738,Poor,Positive,59,Online Order,156,156,Saturday,11.784147066018424
2023-01-07 13:00:00,157,0,3,5.047517728710526,East,Credit Card,False,Sunny,24.809941321046484,Poor,Negative,28,Online Order,157,157,Saturday,15.142553186131575
2023-01-07 14:00:00,158,0,2,14.602974673394357,South,Online,False,Sunny,28.285070201832543,Average,Neutral,31,In Store,158,158,Saturday,29.205949346788717
2023-01-07 15:00:00,159,1,4,9.47652368542815,East,Credit Card,False,Sunny,20.75761206248423,Excellent,Negative,26,Phone Order,159,159,Saturday,37.9060947417126
2023-01-07 16:00:00,160,3,2,8.605735830492257,East,Credit Card,False,Rainy,20.658216325531157,Excellent,Neutral,43,In Store,160,160,Saturday,17.211471660984515
2023-01-07 17:00:00,161,8,2,9.678486200064206,South,Online,False,Cloudy,30.805598190983044,Poor,Neutral,46,Online Order,161,161,Saturday,19.356972400128413
2023-01-07 18:00:00,162,7,1,8.840713476574315,East,Online,True,Sunny,26.667199669666864,Poor,Negative,38,Phone Order,162,162,Saturday,8.840713476574315
2023-01-07 19:00:00,163,5,2,5.461850744906718,East,Cash,True,Sunny,23.844385630538262,Poor,Negative,27,In Store,163,163,Saturday,10.923701489813435
2023-01-07 20:00:00,164,3,1,19.57299563585883,North,Online,False,Sunny,22.856202440373654,Good,unknown,34,Phone Order,164,164,Saturday,19.57299563585883
2023-01-07 21:00:00,165,8,5,8.311182326791727,East,Cash,True,Cloudy,30.04930236288827,Poor,Neutral,29,Online Order,165,165,Saturday,41.55591163395863
2023-01-07 22:00:00,166,6,1,16.010446438839594,East,Credit Card,True,Sunny,20.0060231603801,Average,Negative,18,Phone Order,166,166,Saturday,16.010446438839594
2023-01-07 23:00:00,167,2,4,16.43894592041263,East,Online,False,Cloudy,32.08836753795281,Excellent,Positive,48,Phone Order,167,167,Saturday,65.75578368165051
2023-01-08 00:00:00,168,0,1,18.93886097010844,East,Online,False,Rainy,21.188744091948934,Average,Negative,42,Online Order,168,168,Sunday,18.93886097010844
2023-01-08 01:00:00,169,7,5,5.4582418564007,South,Online,False,Rainy,22.87234422362179,Poor,unknown,16,Phone Order,169,169,Sunday,27.2912092820035
